"","drivers","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"112","sppt_mm_12moPrior","func_diverg",0.00217632693715652,0.00225113991855812,-0.00371359338974182,0.00805232359275319,-0.0022376118938192,0.00658045666245701,-0.00149176669436118,0.00591702510553579,-0.000675686075763364,0.00505683586509894
"113","stmax_C_12moPrior","func_diverg",0.0027842231250658,0.00268595899464643,-0.0045539424356442,0.00966516954156892,-0.00270381234603685,0.00793913237882906,-0.00175041174718388,0.007037921912721,-0.00070556855489645,0.00612920354845552
"114","sstrahler_streamOrder","func_diverg",-0.000815496260631478,0.00153343356582826,-0.00484664171820304,0.00314588101982712,-0.0038364056218001,0.00218253490458781,-0.00334683163242957,0.00168448613769058,-0.0027798906931751,0.0011488723109813
"115","saccumulation_atPoint","func_diverg",-0.00264531037976715,0.0014454927028224,-0.0064135912577302,0.00107934788452774,-0.00556057558584655,0.000190110803712477,-0.00504707302563531,-0.000312473970128238,-0.00449995811436282,-0.000810244110409611
"116","selevation_atPoint","func_diverg",0.0023938856243458,0.00190021667789495,-0.00259141362113824,0.00730943496948186,-0.00128146669006637,0.00615737857657494,-0.000711484267952145,0.00553353622639713,-1.90852936988647e-05,0.00482555714767762
"117","sslope_mean","func_diverg",0.000329119301613909,0.00180734221299269,-0.00429121043836206,0.00500708913447864,-0.00327040537859602,0.00376779433159248,-0.00266253660491167,0.00325012895296542,-0.00197979540218413,0.00264979485738245
"118","surban_meanPerc_upstr","func_diverg",-0.000631654221055786,0.00141627434768886,-0.00426109961195632,0.00299105535740639,-0.00345252560278381,0.00208197328226774,-0.00297238430570455,0.0016908343097165,-0.00247866688421364,0.00118482205089086
"119","scrop_meanPerc_upstr","func_diverg",0.000675023077867828,0.0018961516639774,-0.00423846499757562,0.00563461265075421,-0.00307737319263664,0.00443503543022812,-0.00247919253923654,0.00384095613275466,-0.00175690266746385,0.00311086879340184
"120","sdam_impact_score_lessthan100km","func_diverg",0.000489531302995155,0.00137175185336283,-0.00306507452646246,0.00409553070742927,-0.0021951499659458,0.00319014832759185,-0.00173143062932913,0.00274571420105666,-0.00123639556580512,0.00223929774676845
"121","Intercept","RaoQ",-0.00670711323624797,0.115020978829648,-0.362941426191571,0.29562975108503,-0.249116641611946,0.209342076083483,-0.201582182868414,0.172086302785289,-0.154775792259675,0.131261886730016
"122","sppt_Est","RaoQ",-0.0432035543357469,0.0220947179173101,-0.10114163186257,0.0133685094895305,-0.0865143548282773,0.000859212716910568,-0.079828017426617,-0.00645720309578998,-0.0711609047264579,-0.0150495117937095
"123","stmax_Est","RaoQ",-0.0218494271446819,0.0219368937750004,-0.0769221617012377,0.0337219807300787,-0.0652602780798705,0.0203317546293633,-0.058333574009501,0.0136725931893554,-0.0503199499793602,0.00643406991979469
"124","sppt_mm_12moPrior","RaoQ",-0.0507093651303533,0.0350163696012195,-0.139417856998964,0.0392423205518207,-0.118804758303147,0.0181032847792655,-0.107689003067133,0.00734327692807886,-0.0956889661408706,-0.00547136208304313
"125","stmax_C_12moPrior","RaoQ",0.0154964650943068,0.0482966072572252,-0.106949037921521,0.143031014856565,-0.0805714379098773,0.112749736791232,-0.0639539733397856,0.0960508613101086,-0.0459428590045541,0.0772188761409841
"126","sstrahler_streamOrder","RaoQ",0.0338274871377468,0.0206820017202281,-0.0207026755827468,0.087821855464331,-0.0063241283963439,0.0747732457004256,0.000240438510304026,0.0684483472921643,0.00735403998719029,0.0603381641774617
"127","saccumulation_atPoint","RaoQ",-0.0256803660689756,0.0194798327977453,-0.0733922033309755,0.0230703704546872,-0.0639900097530949,0.0126827256678042,-0.0577487979292685,0.00624179292563942,-0.0509614897794127,-0.000632416720403866
"128","selevation_atPoint","RaoQ",0.0141481793385562,0.0303006612699417,-0.0630610853448763,0.0901724973737064,-0.0452134504168256,0.0737686486288433,-0.0362922263583906,0.064121698372362,-0.0249057779338133,0.0530780465422022
