"","site","startyear","count.i"
"4830",100000101,1995,6
"4883",100000102,1999,6
"4884",100000102,2000,6
"4885",100000102,2001,6
"4886",100000102,2002,6
"4887",100000102,2003,7
"4888",100000102,2004,8
"4889",100000102,2005,7
"4890",100000102,2006,7
"4891",100000102,2007,7
"4892",100000102,2008,6
"4928",100000103,1995,6
"4929",100000103,1996,6
"4930",100000103,1997,6
"4977",100000104,1995,6
"4978",100000104,1996,6
"4979",100000104,1997,6
"4981",100000104,1999,6
"4985",100000104,2003,6
"4986",100000104,2004,6
"5026",100000106,1995,6
"5027",100000106,1996,6
"5028",100000106,1997,6
"5030",100000106,1999,6
"5031",100000106,2000,6
"5032",100000106,2001,6
"5033",100000106,2002,6
"5034",100000106,2003,7
"5035",100000106,2004,7
"5036",100000106,2005,7
"5037",100000106,2006,8
"5038",100000106,2007,8
"5039",100000106,2008,8
"5040",100000106,2009,7
"5041",100000106,2010,6
"5124",100000108,1995,6
"5128",100000108,1999,6
"5129",100000108,2000,6
"5130",100000108,2001,7
"5131",100000108,2002,7
"5132",100000108,2003,8
"5133",100000108,2004,8
"5134",100000108,2005,8
"5135",100000108,2006,9
"5136",100000108,2007,9
"5137",100000108,2008,8
"5138",100000108,2009,7
"5139",100000108,2010,6
"5179",100000109,2001,6
"5180",100000109,2002,6
"5181",100000109,2003,7
"5182",100000109,2004,7
"5183",100000109,2005,7
"5184",100000109,2006,7
"5185",100000109,2007,7
"5186",100000109,2008,6
"5187",100000109,2009,6
"5222",100000110,1995,6
"5223",100000110,1996,6
"5224",100000110,1997,6
"5225",100000110,1998,6
"5226",100000110,1999,7
"5227",100000110,2000,7
"5228",100000110,2001,7
"5229",100000110,2002,7
"5230",100000110,2003,8
"5231",100000110,2004,8
"5232",100000110,2005,7
"5233",100000110,2006,7
"5234",100000110,2007,8
"5235",100000110,2008,7
"5236",100000110,2009,6
"5271",100000111,1995,6
"5272",100000111,1996,6
"5273",100000111,1997,6
"5275",100000111,1999,6
"5276",100000111,2000,6
"5277",100000111,2001,6
"5278",100000111,2002,6
"5279",100000111,2003,7
"5280",100000111,2004,7
"5281",100000111,2005,6
"5282",100000111,2006,6
"5283",100000111,2007,6
"5284",100000111,2008,6
"5317",100000112,1992,6
"5318",100000112,1993,6
"5319",100000112,1994,6
"5320",100000112,1995,6
"5321",100000112,1996,6
"5330",100000112,2005,6
"5331",100000112,2006,7
"5332",100000112,2007,8
"5333",100000112,2008,7
"5334",100000112,2009,6
"5335",100000112,2010,6
"5375",100000113,2001,6
"5376",100000113,2002,6
"5377",100000113,2003,7
"5378",100000113,2004,6
"5381",100000113,2007,6
"5382",100000113,2008,6
"5415",100000114,1992,6
"5416",100000114,1993,6
"5417",100000114,1994,7
"5418",100000114,1995,7
"5419",100000114,1996,7
"5420",100000114,1997,7
"5421",100000114,1998,6
"5520",100000116,1999,6
"5521",100000116,2000,6
"5522",100000116,2001,7
"5523",100000116,2002,7
"5524",100000116,2003,8
"5525",100000116,2004,8
"5526",100000116,2005,8
"5527",100000116,2006,9
"5528",100000116,2007,9
"5529",100000116,2008,8
"5530",100000116,2009,7
"5531",100000116,2010,6
"5562",100000118,1992,6
"5563",100000118,1993,6
"5564",100000118,1994,6
"5565",100000118,1995,6
"5566",100000118,1996,6
"5574",100000118,2004,6
"5575",100000118,2005,6
"5576",100000118,2006,7
"5577",100000118,2007,7
"5578",100000118,2008,8
"5579",100000118,2009,7
"5580",100000118,2010,6
"5622",100000119,2003,6
"5623",100000119,2004,7
"5624",100000119,2005,7
"5625",100000119,2006,8
"5626",100000119,2007,8
"5627",100000119,2008,8
"5628",100000119,2009,7
"5629",100000119,2010,6
"5664",100000120,1996,6
"5665",100000120,1997,7
"5666",100000120,1998,7
"5667",100000120,1999,6
"5715",100000121,1998,6
"5721",100000121,2004,6
"5722",100000121,2005,6
"5723",100000121,2006,6
"5724",100000121,2007,7
"5725",100000121,2008,7
"5726",100000121,2009,7
"5727",100000121,2010,6
"5759",100000122,1993,6
"5762",100000122,1996,6
"5763",100000122,1997,7
"5764",100000122,1998,7
"5765",100000122,1999,6
"5771",100000122,2005,6
"5772",100000122,2006,6
"5773",100000122,2007,6
"5808",100000123,1993,6
"5809",100000123,1994,7
"5810",100000123,1995,8
"5811",100000123,1996,8
"5812",100000123,1997,7
"5813",100000123,1998,6
"5814",100000123,1999,6
"5815",100000123,2000,7
"5816",100000123,2001,7
"5817",100000123,2002,7
"5818",100000123,2003,7
"5819",100000123,2004,7
"5820",100000123,2005,7
"5821",100000123,2006,7
"5822",100000123,2007,8
"5823",100000123,2008,9
"5824",100000123,2009,8
"5825",100000123,2010,7
"5826",100000123,2011,6
"5857",100000124,1993,6
"5858",100000124,1994,7
"5859",100000124,1995,8
"5860",100000124,1996,8
"5861",100000124,1997,7
"5862",100000124,1998,6
"5863",100000124,1999,6
"5864",100000124,2000,7
"5865",100000124,2001,7
"5866",100000124,2002,7
"5867",100000124,2003,7
"5868",100000124,2004,7
"5869",100000124,2005,7
"5870",100000124,2006,7
"5871",100000124,2007,8
"5872",100000124,2008,9
"5873",100000124,2009,8
"5874",100000124,2010,7
"5875",100000124,2011,6
"5906",100000125,1993,6
"5907",100000125,1994,7
"5908",100000125,1995,8
"5909",100000125,1996,8
"5910",100000125,1997,7
"5911",100000125,1998,6
"5921",100000125,2008,6
"5922",100000125,2009,6
"5923",100000125,2010,6
"5953",100000126,1991,6
"5954",100000126,1992,6
"5955",100000126,1993,6
"5956",100000126,1994,7
"5957",100000126,1995,8
"5958",100000126,1996,7
"5959",100000126,1997,7
"5960",100000126,1998,6
"5961",100000126,1999,6
"5962",100000126,2000,6
"5963",100000126,2001,6
"5964",100000126,2002,7
"5965",100000126,2003,7
"5966",100000126,2004,7
"5967",100000126,2005,7
"5968",100000126,2006,8
"5969",100000126,2007,9
"5970",100000126,2008,9
"5971",100000126,2009,8
"5972",100000126,2010,7
"5973",100000126,2011,6
"6063",100000128,2003,6
"6064",100000128,2004,7
"6065",100000128,2005,7
"6066",100000128,2006,7
"6067",100000128,2007,7
"6068",100000128,2008,7
"6069",100000128,2009,6
"6114",100000129,2005,6
"6115",100000129,2006,7
"6116",100000129,2007,7
"6117",100000129,2008,8
"6118",100000129,2009,7
"6119",100000129,2010,6
"6211",100000131,2004,6
"6212",100000131,2005,6
"6213",100000131,2006,7
"6214",100000131,2007,7
"6215",100000131,2008,7
"6216",100000131,2009,6
"6296",100000133,1991,6
"6297",100000133,1992,7
"6298",100000133,1993,6
"6299",100000133,1994,6
"6300",100000133,1995,6
"6312",100000133,2007,6
"6313",100000133,2008,6
"6346",100000134,1992,6
"6347",100000134,1993,6
"6348",100000134,1994,6
"6349",100000134,1995,6
"6360",100000134,2006,6
"6361",100000134,2007,6
"6395",100000135,1992,6
"6396",100000135,1993,6
"6397",100000135,1994,6
"6398",100000135,1995,6
"6407",100000135,2004,6
"6408",100000135,2005,7
"6409",100000135,2006,7
"6410",100000135,2007,7
"6411",100000135,2008,7
"6412",100000135,2009,6
"6444",100000136,1992,6
"6445",100000136,1993,6
"6446",100000136,1994,6
"6447",100000136,1995,6
"6457",100000136,2005,6
"6458",100000136,2006,7
"6459",100000136,2007,7
"6460",100000136,2008,7
"6461",100000136,2009,6
"6509",100000137,2008,6
"6554",100000138,2004,6
"6555",100000138,2005,7
"6556",100000138,2006,8
"6557",100000138,2007,8
"6558",100000138,2008,8
"6559",100000138,2009,7
"6560",100000138,2010,6
"6604",100000139,2005,6
"6605",100000139,2006,7
"6606",100000139,2007,7
"6607",100000139,2008,7
"6608",100000139,2009,6
"6652",100000140,2004,6
"6653",100000140,2005,7
"6654",100000140,2006,8
"6655",100000140,2007,8
"6656",100000140,2008,8
"6657",100000140,2009,7
"6658",100000140,2010,6
"6688",100000141,1991,6
"6689",100000141,1992,6
"6690",100000141,1993,6
"6692",100000141,1995,6
"6693",100000141,1996,7
"6694",100000141,1997,7
"6695",100000141,1998,7
"6696",100000141,1999,7
"6697",100000141,2000,7
"6698",100000141,2001,7
"6699",100000141,2002,8
"6700",100000141,2003,9
"6701",100000141,2004,10
"6702",100000141,2005,10
"6703",100000141,2006,10
"6704",100000141,2007,10
"6705",100000141,2008,9
"6706",100000141,2009,8
"6707",100000141,2010,7
"6708",100000141,2011,6
"6737",100000142,1991,6
"6738",100000142,1992,7
"6739",100000142,1993,8
"6740",100000142,1994,8
"6741",100000142,1995,9
"6742",100000142,1996,10
"6743",100000142,1997,10
"6744",100000142,1998,10
"6745",100000142,1999,10
"6746",100000142,2000,10
"6747",100000142,2001,10
"6748",100000142,2002,9
"6749",100000142,2003,9
"6750",100000142,2004,8
"6751",100000142,2005,7
"6752",100000142,2006,6
"6753",100000142,2007,6
"6786",100000143,1991,6
"6787",100000143,1992,7
"6788",100000143,1993,8
"6789",100000143,1994,8
"6790",100000143,1995,9
"6791",100000143,1996,10
"6792",100000143,1997,10
"6793",100000143,1998,10
"6794",100000143,1999,10
"6795",100000143,2000,10
"6796",100000143,2001,10
"6797",100000143,2002,9
"6798",100000143,2003,9
"6799",100000143,2004,8
"6800",100000143,2005,7
"6801",100000143,2006,7
"6802",100000143,2007,7
"6803",100000143,2008,6
"6836",100000144,1992,6
"6837",100000144,1993,7
"6838",100000144,1994,7
"6839",100000144,1995,8
"6840",100000144,1996,9
"6841",100000144,1997,9
"6842",100000144,1998,8
"6843",100000144,1999,8
"6844",100000144,2000,8
"6845",100000144,2001,9
"6846",100000144,2002,8
"6847",100000144,2003,8
"6848",100000144,2004,7
"6849",100000144,2005,6
"6850",100000144,2006,6
"6884",100000145,1991,6
"6885",100000145,1992,7
"6886",100000145,1993,7
"6887",100000145,1994,6
"6888",100000145,1995,6
"6889",100000145,1996,6
"6899",100000145,2006,6
"6900",100000145,2007,7
"6901",100000145,2008,6
"6933",100000146,1991,6
"6934",100000146,1992,7
"6935",100000146,1993,8
"6936",100000146,1994,8
"6937",100000146,1995,9
"6938",100000146,1996,10
"6939",100000146,1997,10
"6940",100000146,1998,10
"6941",100000146,1999,10
"6942",100000146,2000,10
"6943",100000146,2001,10
"6944",100000146,2002,9
"6945",100000146,2003,9
"6946",100000146,2004,8
"6947",100000146,2005,7
"6948",100000146,2006,6
"6949",100000146,2007,6
"6995",100000147,2004,6
"6996",100000147,2005,7
"6997",100000147,2006,8
"6998",100000147,2007,9
"6999",100000147,2008,8
"7000",100000147,2009,8
"7001",100000147,2010,7
"7002",100000147,2011,6
"7034",100000148,1994,6
"7035",100000148,1995,7
"7036",100000148,1996,8
"7037",100000148,1997,9
"7038",100000148,1998,9
"7039",100000148,1999,10
"7040",100000148,2000,10
"7041",100000148,2001,10
"7042",100000148,2002,10
"7043",100000148,2003,10
"7044",100000148,2004,9
"7045",100000148,2005,9
"7046",100000148,2006,9
"7047",100000148,2007,8
"7048",100000148,2008,7
"7049",100000148,2009,6
"7088",100000149,1999,6
"7089",100000149,2000,6
"7090",100000149,2001,6
"7091",100000149,2002,6
"7092",100000149,2003,7
"7093",100000149,2004,8
"7094",100000149,2005,9
"7095",100000149,2006,9
"7096",100000149,2007,9
"7097",100000149,2008,8
"7098",100000149,2009,7
"7099",100000149,2010,6
"7135",100000150,1997,6
"7137",100000150,1999,6
"7138",100000150,2000,6
"7139",100000150,2001,6
"7140",100000150,2002,6
"7141",100000150,2003,7
"7142",100000150,2004,8
"7143",100000150,2005,8
"7144",100000150,2006,8
"7145",100000150,2007,8
"7146",100000150,2008,8
"7147",100000150,2009,7
"7148",100000150,2010,6
"7182",100000151,1995,6
"7183",100000151,1996,7
"7184",100000151,1997,8
"7185",100000151,1998,8
"7186",100000151,1999,9
"7187",100000151,2000,10
"7188",100000151,2001,10
"7189",100000151,2002,10
"7190",100000151,2003,10
"7191",100000151,2004,10
"7192",100000151,2005,9
"7193",100000151,2006,8
"7194",100000151,2007,7
"7195",100000151,2008,6
"7232",100000152,1996,6
"7233",100000152,1997,7
"7234",100000152,1998,7
"7235",100000152,1999,8
"7236",100000152,2000,9
"7237",100000152,2001,9
"7238",100000152,2002,9
"7239",100000152,2003,10
"7240",100000152,2004,10
"7241",100000152,2005,9
"7242",100000152,2006,9
"7243",100000152,2007,8
"7244",100000152,2008,7
"7245",100000152,2009,6
"7326",100000154,1992,6
"7327",100000154,1993,7
"7328",100000154,1994,8
"7329",100000154,1995,8
"7330",100000154,1996,9
"7331",100000154,1997,10
"7332",100000154,1998,10
"7333",100000154,1999,10
"7334",100000154,2000,10
"7335",100000154,2001,10
"7336",100000154,2002,9
"7337",100000154,2003,9
"7338",100000154,2004,9
"7339",100000154,2005,8
"7340",100000154,2006,7
"7341",100000154,2007,6
"7375",100000155,1992,6
"7376",100000155,1993,7
"7377",100000155,1994,8
"7378",100000155,1995,8
"7379",100000155,1996,9
"7380",100000155,1997,10
"7381",100000155,1998,10
"7382",100000155,1999,10
"7383",100000155,2000,10
"7384",100000155,2001,10
"7385",100000155,2002,9
"7386",100000155,2003,9
"7387",100000155,2004,9
"7388",100000155,2005,8
"7389",100000155,2006,7
"7390",100000155,2007,6
"7424",100000156,1992,6
"7425",100000156,1993,7
"7426",100000156,1994,8
"7427",100000156,1995,8
"7428",100000156,1996,9
"7429",100000156,1997,10
"7430",100000156,1998,10
"7431",100000156,1999,10
"7432",100000156,2000,10
"7433",100000156,2001,10
"7434",100000156,2002,9
"7435",100000156,2003,9
"7436",100000156,2004,8
"7437",100000156,2005,7
"7438",100000156,2006,6
"7473",100000157,1992,6
"7474",100000157,1993,6
"7475",100000157,1994,7
"7476",100000157,1995,8
"7477",100000157,1996,8
"7478",100000157,1997,9
"7479",100000157,1998,10
"7480",100000157,1999,10
"7481",100000157,2000,10
"7482",100000157,2001,10
"7483",100000157,2002,10
"7484",100000157,2003,10
"7485",100000157,2004,10
"7486",100000157,2005,9
"7487",100000157,2006,8
"7488",100000157,2007,7
"7489",100000157,2008,6
"7535",100000158,2005,6
"7536",100000158,2006,7
"7537",100000158,2007,7
"7538",100000158,2008,7
"7539",100000158,2009,6
"7577",100000159,1998,6
"7578",100000159,1999,7
"7579",100000159,2000,8
"7580",100000159,2001,8
"7581",100000159,2002,8
"7582",100000159,2003,9
"7583",100000159,2004,9
"7584",100000159,2005,8
"7585",100000159,2006,9
"7586",100000159,2007,9
"7587",100000159,2008,8
"7588",100000159,2009,7
"7589",100000159,2010,6
"7620",100000160,1992,6
"7621",100000160,1993,6
"7622",100000160,1994,6
"7623",100000160,1995,6
"7633",100000160,2005,6
"7634",100000160,2006,7
"7635",100000160,2007,7
"7636",100000160,2008,8
"7637",100000160,2009,7
"7638",100000160,2010,6
"7669",100000161,1992,6
"7670",100000161,1993,6
"7671",100000161,1994,6
"7672",100000161,1995,6
"7682",100000161,2005,6
"7683",100000161,2006,7
"7684",100000161,2007,7
"7685",100000161,2008,7
"7686",100000161,2009,6
"7715",100000162,1989,6
"7716",100000162,1990,7
"7717",100000162,1991,8
"7718",100000162,1992,9
"7719",100000162,1993,9
"7720",100000162,1994,10
"7721",100000162,1995,10
"7722",100000162,1996,9
"7723",100000162,1997,8
"7724",100000162,1998,7
"7725",100000162,1999,6
"7726",100000162,2000,6
"7732",100000162,2006,6
"7733",100000162,2007,7
"7734",100000162,2008,7
"7735",100000162,2009,7
"7736",100000162,2010,6
"7737",100000162,2011,6
"7763",100000163,1988,6
"7764",100000163,1989,7
"7765",100000163,1990,8
"7766",100000163,1991,9
"7767",100000163,1992,10
"7768",100000163,1993,10
"7769",100000163,1994,10
"7770",100000163,1995,10
"7771",100000163,1996,10
"7772",100000163,1997,9
"7773",100000163,1998,8
"7774",100000163,1999,8
"7775",100000163,2000,7
"7776",100000163,2001,6
"7777",100000163,2002,6
"7778",100000163,2003,6
"7779",100000163,2004,6
"7780",100000163,2005,6
"7781",100000163,2006,6
"7782",100000163,2007,7
"7783",100000163,2008,8
"7784",100000163,2009,7
"7785",100000163,2010,7
"7786",100000163,2011,7
"7787",100000163,2012,6
"7812",100000164,1988,6
"7813",100000164,1989,7
"7814",100000164,1990,8
"7815",100000164,1991,9
"7816",100000164,1992,9
"7817",100000164,1993,8
"7818",100000164,1994,7
"7819",100000164,1995,6
"7831",100000164,2007,6
"7832",100000164,2008,6
"7833",100000164,2009,6
"7861",100000165,1988,6
"7862",100000165,1989,7
"7863",100000165,1990,8
"7864",100000165,1991,9
"7865",100000165,1992,10
"7866",100000165,1993,10
"7867",100000165,1994,10
"7868",100000165,1995,10
"7869",100000165,1996,10
"7870",100000165,1997,9
"7871",100000165,1998,8
"7872",100000165,1999,7
"7873",100000165,2000,6
"7881",100000165,2008,6
"7882",100000165,2009,6
"7883",100000165,2010,6
"7884",100000165,2011,6
"7910",100000166,1988,6
"7911",100000166,1989,7
"7912",100000166,1990,8
"7913",100000166,1991,9
"7914",100000166,1992,10
"7915",100000166,1993,10
"7916",100000166,1994,10
"7917",100000166,1995,10
"7918",100000166,1996,9
"7919",100000166,1997,8
"7920",100000166,1998,7
"7921",100000166,1999,7
"7922",100000166,2000,6
"7923",100000166,2001,6
"7924",100000166,2002,6
"7925",100000166,2003,6
"7926",100000166,2004,6
"7927",100000166,2005,6
"7928",100000166,2006,7
"7929",100000166,2007,8
"7930",100000166,2008,9
"7931",100000166,2009,8
"7932",100000166,2010,8
"7933",100000166,2011,7
"7934",100000166,2012,6
"7959",100000167,1988,6
"7960",100000167,1989,7
"7961",100000167,1990,8
"7962",100000167,1991,9
"7963",100000167,1992,10
"7964",100000167,1993,9
"7965",100000167,1994,8
"7966",100000167,1995,7
"7967",100000167,1996,6
"8008",100000168,1988,6
"8009",100000168,1989,7
"8010",100000168,1990,8
"8011",100000168,1991,9
"8012",100000168,1992,10
"8013",100000168,1993,9
"8014",100000168,1994,8
"8015",100000168,1995,7
"8016",100000168,1996,6
"8058",100000169,1989,6
"8059",100000169,1990,7
"8060",100000169,1991,8
"8061",100000169,1992,9
"8062",100000169,1993,9
"8063",100000169,1994,10
"8064",100000169,1995,10
"8065",100000169,1996,9
"8066",100000169,1997,8
"8067",100000169,1998,8
"8068",100000169,1999,8
"8069",100000169,2000,8
"8070",100000169,2001,8
"8071",100000169,2002,7
"8072",100000169,2003,6
"8073",100000169,2004,6
"8075",100000169,2006,6
"8076",100000169,2007,7
"8077",100000169,2008,7
"8078",100000169,2009,6
"8106",100000170,1988,6
"8107",100000170,1989,7
"8108",100000170,1990,8
"8109",100000170,1991,9
"8110",100000170,1992,10
"8111",100000170,1993,10
"8112",100000170,1994,10
"8113",100000170,1995,10
"8114",100000170,1996,10
"8115",100000170,1997,9
"8116",100000170,1998,9
"8117",100000170,1999,9
"8118",100000170,2000,8
"8119",100000170,2001,7
"8120",100000170,2002,7
"8121",100000170,2003,7
"8122",100000170,2004,7
"8123",100000170,2005,7
"8124",100000170,2006,7
"8125",100000170,2007,8
"8126",100000170,2008,8
"8127",100000170,2009,7
"8128",100000170,2010,7
"8129",100000170,2011,7
"8130",100000170,2012,6
"8155",100000171,1988,6
"8156",100000171,1989,7
"8157",100000171,1990,8
"8158",100000171,1991,9
"8159",100000171,1992,10
"8160",100000171,1993,9
"8161",100000171,1994,9
"8162",100000171,1995,9
"8163",100000171,1996,8
"8164",100000171,1997,8
"8165",100000171,1998,8
"8166",100000171,1999,8
"8167",100000171,2000,8
"8168",100000171,2001,8
"8169",100000171,2002,8
"8170",100000171,2003,9
"8171",100000171,2004,8
"8172",100000171,2005,8
"8173",100000171,2006,9
"8174",100000171,2007,9
"8175",100000171,2008,9
"8176",100000171,2009,8
"8177",100000171,2010,7
"8178",100000171,2011,6
"8206",100000172,1990,6
"8207",100000172,1991,7
"8208",100000172,1992,8
"8209",100000172,1993,7
"8210",100000172,1994,6
"8211",100000172,1995,6
"8222",100000172,2006,6
"8223",100000172,2007,7
"8224",100000172,2008,7
"8225",100000172,2009,6
"8226",100000172,2010,6
"8227",100000172,2011,6
"8253",100000173,1988,6
"8254",100000173,1989,7
"8255",100000173,1990,7
"8256",100000173,1991,8
"8257",100000173,1992,9
"8258",100000173,1993,8
"8259",100000173,1994,7
"8260",100000173,1995,6
"8272",100000173,2007,6
"8273",100000173,2008,6
"8274",100000173,2009,6
"8275",100000173,2010,6
"8276",100000173,2011,6
"8302",100000174,1988,6
"8303",100000174,1989,7
"8304",100000174,1990,7
"8305",100000174,1991,8
"8306",100000174,1992,9
"8307",100000174,1993,8
